"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"1335";"A";"4617";"03409";"20905865000104";"036145";"INHAPIM";"MG";"3130903"
"1336";"A";"4625";"22136";"19876424000142";"036390";"IPATINGA";"MG";"3131307"
"1337";"A";"4627";"26455";"18457259000121";"036480";"IPIACU";"MG";"3131406"
"1338";"A";"4629";"30939";"18179226000167";"036820";"IPUIUNA";"MG";"3131505"
"1339";"A";"4631";"35563";"18158642000189";"036919";"IRAI DE MINAS";"MG";"3131604"
"1340";"A";"4633";"04453";"18299446000124";"037419";"ITABIRA";"MG";"3131703"
"1341";"A";"4641";"18157";"18283101000182";"037494";"ITACARAMBI";"MG";"3132107"
"1342";"A";"4645";"27014";"18404756000161";"037958";"ITAIPE";"MG";"3132305"
"1343";"A";"4649";"35989";"16886871000194";"038172";"ITAMARANDIBA";"MG";"3132503"
"1344";"A";"4653";"09506";"18404855000143";"038237";"ITAMBACURI";"MG";"3132701"
"1345";"A";"4657";"13657";"18241380000111";"038334";"ITAMOGI";"MG";"3132909"
"1346";"A";"4663";"26967";"18493239000106";"038431";"ITANHOMI";"MG";"3133204"
"1347";"A";"4667";"35958";"21226840000147";"038520";"ITAPAGIPE";"MG";"3133402"
"1348";"A";"4671";"04415";"18677625000158";"038750";"ITAPEVA";"MG";"3133600"
"1349";"A";"4675";"13640";"18309724000187";"039446";"ITAUNA";"MG";"3133808"
"1350";"A";"4679";"22624";"18348748000145";"039519";"ITINGA";"MG";"3134004"
"1351";"A";"4687";"40390";"18457242000174";"039772";"ITURAMA";"MG";"3134400"
"1352";"A";"4691";"07034";"18715417000104";"040053";"JABOTICATUBAS";"MG";"3134608"
"1353";"A";"4699";"23221";"16816522000104";"040550";"JAGUARACU";"MG";"3135001"
"1354";"A";"4707";"02493";"20356739000148";"041599";"JECEABA";"MG";"3135407"
"1355";"A";"4711";"11525";"18279083000165";"041653";"JEQUITAI";"MG";"3135605"
"1356";"A";"4715";"20310";"18083659000114";"041670";"JEQUITINHONHA";"MG";"3135803"
"1357";"A";"4723";"39411";"18401059000157";"042013";"JOAO MONLEVADE";"MG";"3136207"
"1358";"A";"4731";"17103";"18302307000102";"042366";"NOVA UNIAO";"MG";"3136603"
"1359";"A";"4733";"22796";"18338178000102";"042706";"JUIZ DE FORA";"MG";"3136702"
"1360";"A";"4737";"36139";"18668368000198";"043044";"JURUAIA";"MG";"3136900"
"1361";"A";"4741";"01308";"18192260000171";"043370";"LAGAMAR";"MG";"3137106"
"1362";"A";"4745";"10038";"16901381000110";"043788";"LAGOA DOS PATOS";"MG";"3137304"
"1363";"A";"4749";"18762";"18602078000141";"043656";"LAGOA FORMOSA";"MG";"3137502"
"1364";"A";"4753";"32205";"18392522000141";"044164";"LAJINHA";"MG";"3137700"
"1365";"A";"4757";"36706";"24179426000112";"044245";"LAMIM";"MG";"3137908"
"1366";"A";"4761";"06918";"18279125000168";"044458";"LASSANCE";"MG";"3138104"
"1367";"A";"4765";"15837";"18315218000109";"044601";"LEANDRO FERREIRA";"MG";"3138302"
"1368";"A";"4769";"25119";"18029165000151";"044768";"LIBERDADE";"MG";"3138500"
"1369";"A";"4777";"01164";"18404921000185";"045810";"MACHACALIS";"MG";"3138906"
"1370";"A";"4781";"10083";"18029371000161";"045942";"MADRE DE DEUS DE MINAS";"MG";"3139102"
"1371";"A";"4785";"18755";"18270447000146";"046493";"MANGA";"MG";"3139300"
"1372";"A";"4793";"01384";"18313841000114";"047139";"MARAVILHAS";"MG";"3139706"
"1373";"A";"4795";"01205";"18535658000163";"046779";"MAR DE ESPANHA";"MG";"3139805"
"1374";"A";"4797";"06884";"18025957000158";"047384";"MARIA DA FE";"MG";"3139904"
"1375";"A";"4801";"14474";"18409193000102";"047554";"MARILAC";"MG";"3140100"
"1376";"A";"4805";"23269";"16796872000148";"047767";"MARLIERIA";"MG";"3140308"
"1377";"A";"4809";"32164";"18315234000193";"047899";"MARTINHO CAMPOS";"MG";"3140506"
"1378";"A";"4813";"07041";"18715433000199";"048283";"MATEUS LEME";"MG";"3140704"
"1379";"A";"4817";"10162";"18385104000127";"048380";"MATIPO";"MG";"3140902"
"1380";"A";"4821";"18944";"18771238000186";"048470";"MATOZINHOS";"MG";"3141108"
"1381";"A";"4829";"38144";"18505347000151";"048801";"MENDES PIMENTEL";"MG";"3141504"
"1382";"A";"4833";"11738";"17112061000143";"048925";"MESQUITA";"MG";"3141702"
"1383";"A";"4837";"16568";"17954041000110";"049212";"MINDURI";"MG";"3141900"
"1384";"A";"4841";"25308";"17947623000179";"049344";"MIRADOURO";"MG";"3142106"
"1385";"A";"4849";"03904";"17754169000130";"050040";"MONJOLOS";"MG";"3142502"
"1386";"A";"4853";"17471";"17097791000112";"050148";"MONTALVANIA";"MG";"3142700"
"1387";"A";"4857";"21883";"18650945000114";"050334";"MONTE AZUL";"MG";"3142908"
"1388";"A";"4861";"35219";"18593103000178";"050393";"MONTE CARMELO";"MG";"3143104"
"1389";"A";"4867";"26228";"22646525000131";"050580";"MONTE SIAO";"MG";"3143401"
"1390";"A";"4871";"35226";"17695040000106";"051063";"MORRO DA GARCA";"MG";"3143609"
"1391";"A";"4875";"04824";"18675934000199";"051527";"MUNHOZ";"MG";"3143807"
"1392";"A";"4879";"13994";"18348086000103";"051802";"MUTUM";"MG";"3144003"
"1393";"A";"4883";"19613";"18507079000107";"051837";"NACIP RAYDAN";"MG";"3144201"
"1394";"A";"4887";"28532";"17935412000116";"051950";"NATERCIA";"MG";"3144409"
"1395";"A";"4891";"38333";"18244350000169";"052191";"NEPOMUCENO";"MG";"3144607"
"1396";"A";"4895";"09018";"22934889000117";"053350";"NOVA LIMA";"MG";"3144805"
"1397";"A";"4899";"17457";"18159905000174";"053589";"NOVA PONTE";"MG";"3145000"
"1398";"A";"4903";"26204";"18291385000159";"053694";"NOVA SERRANA";"MG";"3145208"
"1399";"A";"4907";"34571";"18338202000103";"054283";"OLARIA";"MG";"3145406"
"1400";"A";"4911";"03272";"16854531000181";"054542";"OLIVEIRA";"MG";"3145604"
"1401";"A";"4915";"12586";"18313858000171";"054607";"ONCA DE PITANGUI";"MG";"3145802"
"1402";"A";"4919";"22916";"18671271000134";"055042";"OURO FINO";"MG";"3146008"
"1403";"A";"4923";"31691";"18404947000123";"055131";"OURO VERDE DE MINAS";"MG";"3146206"
"1404";"A";"4927";"37389";"18296673000104";"055549";"PAINEIRAS";"MG";"3146404"
"1405";"A";"4931";"07443";"17747965000145";"055603";"PAIVA";"MG";"3146602"
"1406";"A";"4935";"15167";"18404954000125";"030570";"FRONTEIRA DOS VALES";"MG";"3127057"
"1407";"A";"4937";"19541";"18313866000118";"056375";"PAPAGAIOS";"MG";"3146909"
"1408";"A";"4939";"23984";"18278051000145";"056456";"PARACATU";"MG";"3147006"
"1409";"A";"4945";"01896";"18025965000102";"056707";"PARAISOPOLIS";"MG";"3147303"
"1410";"A";"4955";"19503";"18338210000150";"057363";"PASSA-VINTE";"MG";"3147808"
"1411";"A";"4957";"24024";"18241745000108";"057592";"PASSOS";"MG";"3147907"
"1412";"A";"4959";"28549";"18602011000107";"057690";"PATOS DE MINAS";"MG";"3148004"
"1413";"A";"4961";"33008";"18468033000126";"057738";"PATROCINIO";"MG";"3148103"
"1414";"A";"4965";"07429";"17763715000107";"057843";"PAULA CANDIDO";"MG";"3148301"
"1415";"A";"4969";"10818";"18404772000154";"058050";"PAVAO";"MG";"3148509"
"1416";"A";"4973";"20444";"18414565000180";"058190";"PEDRA AZUL";"MG";"3148707"
"1417";"A";"4977";"29342";"18308759000100";"058297";"PEDRA DO INDAIA";"MG";"3148905"
"1418";"A";"4981";"38319";"18025973000140";"058378";"PEDRALVA";"MG";"3149101"
"1419";"A";"4987";"11721";"18338228000151";"058734";"PEDRO TEIXEIRA";"MG";"3149408"
"1420";"A";"4991";"20475";"18313874000164";"059048";"PEQUI";"MG";"3149606"
"1421";"A";"4995";"29366";"18140772000194";"059099";"PERDIZES";"MG";"3149804"
"1422";"A";"4999";"38302";"18404962000171";"059331";"PESCADOR";"MG";"3150000"
"1423";"A";"5003";"05940";"18316257000112";"059692";"PIEDADE DE PONTE NOVA";"MG";"3150208"
"1424";"A";"5007";"16582";"18363960000181";"059676";"PIEDADE DOS GERAIS";"MG";"3150406"
"1425";"A";"5011";"25346";"17980392000103";"060577";"PIRACEMA";"MG";"3150604"
"1426";"A";"5015";"34423";"23515687000101";"060712";"PIRANGA";"MG";"3150802"
"1427";"A";"5019";"03148";"18192906000110";"060755";"PIRANGUINHO";"MG";"3151008"
"1428";"A";"5023";"12225";"23539463000121";"060879";"PIRAPORA";"MG";"3151206"
"1429";"A";"5031";"30070";"18449157000164";"061395";"PLANURA";"MG";"3151602"
"1430";"A";"5035";"39868";"18629840000183";"061700";"POCOS DE CALDAS";"MG";"3151800"
"1431";"A";"5039";"09063";"18296681000142";"061832";"POMPEU";"MG";"3152006"
"1432";"A";"5043";"17550";"18013326000119";"062391";"PORTEIRINHA";"MG";"3152204"
"1433";"A";"5047";"26266";"18404970000118";"063002";"POTE";"MG";"3152402"
"1434";"A";"5051";"35264";"18667212000192";"063096";"POUSO ALTO";"MG";"3152600"
"1435";"A";"5055";"22370";"18260505000150";"063371";"PRATA";"MG";"3152808"
"1436";"A";"5059";"13475";"18585570000156";"063410";"PRATINHA";"MG";"3153004"
"1437";"A";"5063";"22394";"17695057000155";"063584";"PRESIDENTE JUSCELINO";"MG";"3153202"
"1438";"A";"5067";"31251";"18602060000140";"063665";"PRESIDENTE OLEGARIO";"MG";"3153400"
"1439";"A";"5069";"00000";"18392506000159";"063690";"ALTO JEQUITIBA";"MG";"3153509"
"1440";"A";"5073";"04862";"18296699000144";"064122";"QUARTEL GERAL";"MG";"3153707"
"1441";"A";"5077";"10966";"18312132000114";"064874";"RAPOSOS";"MG";"3153905"
"1442";"A";"5081";"20509";"17735754000192";"064963";"RECREIO";"MG";"3154101"
"1443";"A";"5085";"33974";"18413161000172";"065285";"RESPLENDOR";"MG";"3154309"
"1444";"A";"5089";"38890";"16925208000151";"065552";"RIACHO DOS MACHADOS";"MG";"3154507"
"1445";"A";"5093";"08435";"18244087000108";"065951";"RIBEIRAO VERMELHO";"MG";"3154705"
"1446";"A";"5095";"12191";"18312108000185";"066176";"RIO ACIMA";"MG";"3154804"
"1447";"A";"5107";"38931";"18338244000144";"066710";"RIO NOVO";"MG";"3155405"
"1448";"A";"5111";"08442";"24212862000146";"066796";"RIO PARDO DE MINAS";"MG";"3155603"
"1449";"A";"5115";"16616";"17744434000107";"066842";"RIO POMBA";"MG";"3155801"
"1450";"A";"5119";"25401";"18303255000199";"067075";"RIO VERMELHO";"MG";"3156007"
"1451";"A";"5121";"29919";"18557553000105";"067148";"RITAPOLIS";"MG";"3156106"
"1452";"A";"5125";"03966";"18128256000144";"067318";"RODEIRO";"MG";"3156304"
"1453";"A";"5127";"03973";"18160044000144";"067423";"ROMARIA";"MG";"3156403"
"1454";"A";"5131";"14041";"18349944000134";"067784";"RUBIM";"MG";"3156601"
"1455";"A";"5135";"19778";"18307454000175";"067881";"SABINOPOLIS";"MG";"3156809"
"1456";"A";"5139";"28659";"24359333000170";"068160";"SALINAS";"MG";"3157005"
"1457";"A";"5143";"37547";"19391945000100";"068721";"SANTA BARBARA";"MG";"3157203"
"1458";"A";"5147";"07539";"18316273000105";"069060";"SANTA CRUZ DO ESCALVADO";"MG";"3157401"
"1459";"A";"5151";"15284";"18279075000119";"069329";"SANTA FE DE MINAS";"MG";"3157609"
"1460";"A";"5153";"19682";"18140780000130";"069620";"SANTA JULIANA";"MG";"3157708"
"1461";"A";"5157";"28587";"18385112000173";"069841";"SANTA MARGARIDA";"MG";"3157906"
"1462";"A";"5161";"37530";"18347419000180";"070033";"SANTA MARIA DO SALTO";"MG";"3158102"
"1463";"A";"5165";"10863";"18245183000170";"071200";"SANTANA DA VARGEM";"MG";"3158300"
"1464";"A";"5169";"15301";"18116178000168";"071137";"SANTANA DE PIRAPAMA";"MG";"3158508"
"1465";"A";"5173";"24103";"18338285000130";"070980";"SANTANA DO GARAMBEU";"MG";"3158706"
"1466";"A";"5177";"33091";"18385146000168";"071056";"SANTANA DO MANHUACU";"MG";"3158904"
"1467";"A";"5181";"02015";"19718394000146";"071072";"SANTANA DOS MONTES";"MG";"3159100"
"1468";"A";"5183";"05397";"17857442000151";"070220";"SANTA RITA DE CALDAS";"MG";"3159209"
"1469";"A";"5187";"15277";"18094862000196";"070289";"SANTA RITA DE IBITIPOCA";"MG";"3159407"
"1470";"A";"5191";"24062";"18192898000102";"070378";"SANTA RITA DO SAPUCAI";"MG";"3159605"
"1471";"A";"5195";"33053";"18457226000181";"070777";"SANTA VITORIA";"MG";"3159803"
"1472";"A";"5203";"10935";"18303222000149";"071803";"SANTO ANTONIO DO ITAMBE";"MG";"3160207"
"1473";"A";"5209";"24330";"18303248000197";"072117";"SANTO ANTONIO DO RIO ABAIXO";"MG";"3160504"
"1474";"A";"5213";"33390";"17747924000159";"072311";"SANTOS DUMONT";"MG";"3160702"
"1475";"A";"5217";"02118";"20356754000196";"072648";"SAO BRAS DO SUACUI";"MG";"3160900"
"1476";"A";"5225";"24251";"18457283000160";"073300";"SAO FRANCISCO DE SALES";"MG";"3161304"
"1477";"A";"5229";"28738";"18137935000180";"073440";"SAO GERALDO";"MG";"3161502"
"1478";"A";"5233";"37705";"18602086000198";"073539";"SAO GONCALO DO ABAETE";"MG";"3161700"
"1479";"A";"5239";"11037";"18712158000150";"073644";"SAO GONCALO DO SAPUCAI";"MG";"3162005"
"1480";"A";"5247";"28752";"16928483000129";"074268";"SAO JOAO DA PONTE";"MG";"3162401"
"1481";"A";"5251";"37736";"18338848000190";"074136";"SAO JOAO DO ORIENTE";"MG";"3162609"
"1482";"A";"5255";"07728";"18307488000160";"073954";"SAO JOAO EVANGELISTA";"MG";"3162807"
"1483";"A";"5259";"15521";"18409235000105";"075442";"SAO JOSE DA SAFIRA";"MG";"3163003"
"1484";"A";"5263";"24299";"18025999000199";"074730";"SAO JOSE DO ALEGRE";"MG";"3163201"
"1485";"A";"5267";"33321";"18402552000191";"074985";"SAO JOSE DO GOIABAL";"MG";"3163409"
"1486";"A";"5269";"37729";"18409201000102";"075078";"SAO JOSE DO JACURI";"MG";"3163508"
"1487";"A";"5271";"02163";"18392514000103";"075140";"SAO JOSE DO MANTIMENTO";"MG";"3163607"
"1488";"A";"5275";"11082";"18133926000110";"076198";"SAO MIGUEL DO ANTA";"MG";"3163805"
"1489";"A";"5281";"24354";"18409243000143";"076724";"SAO PEDRO DO SUACUI";"MG";"3164100"
"1490";"A";"5283";"28800";"24891418000102";"076899";"SAO ROMAO";"MG";"3164209"
"1491";"A";"5291";"07780";"18308734000106";"077283";"SAO SEBASTIAO DO OESTE";"MG";"3164605"
"1492";"A";"5293";"11123";"18241349000180";"077305";"SAO SEBASTIAO DO PARAISO";"MG";"3164704"
"1493";"A";"5297";"20004";"17906314000150";"077364";"SAO SEBASTIAO DO RIO VERDE";"MG";"3164902"
"1494";"A";"5301";"28817";"18241364000129";"077607";"SAO TOMAS DE AQUINO";"MG";"3165107"
"1495";"A";"5305";"02297";"17954546000184";"077844";"SAO VICENTE DE MINAS";"MG";"3165305"
"1496";"A";"5313";"16142";"18128231000140";"078573";"SENADOR FIRMINO";"MG";"3165701"
"1497";"A";"5317";"24938";"17754110000141";"078638";"SENADOR MODESTINO GONCALVES";"MG";"3165909"
"1498";"A";"5321";"34038";"18307504000114";"078760";"SENHORA DO PORTO";"MG";"3166105"
"1499";"A";"5323";"38436";"18094870000132";"078778";"SENHORA DOS REMEDIOS";"MG";"3166204"
"1500";"A";"5327";"08181";"18008854000180";"078867";"SERITINGA";"MG";"3166402"
"1501";"A";"5339";"34014";"18008912000175";"079260";"SERRANOS";"MG";"3167004"
"1502";"A";"5343";"02651";"24996969000122";"079537";"SETE LAGOAS";"MG";"3167202"
"1503";"A";"5351";"21058";"18385120000110";"079928";"SIMONESIA";"MG";"3167608"
"1504";"A";"5359";"37671";"18017384000110";"081175";"TAIOBEIRAS";"MG";"3168002"
"1505";"A";"5363";"05517";"20920625000189";"081574";"TAPIRAI";"MG";"3168200"
"1506";"A";"5367";"24316";"18338855000192";"081973";"TARUMIRIM";"MG";"3168408"
"1507";"A";"5371";"16166";"18404780000109";"082384";"TEOFILO OTONI";"MG";"3168606"
"1508";"A";"5375";"29957";"18557579000153";"082996";"TIRADENTES";"MG";"3168804"
"1509";"A";"5383";"09173";"18114223000145";"083178";"TOMBOS";"MG";"3169208"
"1510";"A";"5387";"18030";"18245167000188";"083747";"TRES PONTAS";"MG";"3169406"
"1511";"A";"5395";"36414";"18712141000100";"084530";"TURVOLANDIA";"MG";"3169802"
"1512";"A";"5399";"11408";"18017459000163";"084590";"UBAI";"MG";"3170008"
"1513";"A";"5403";"33699";"18431312000115";"084735";"UBERLANDIA";"MG";"3170206"
"1514";"A";"5407";"08693";"18125161000177";"085030";"UNAI";"MG";"3170404"
"1515";"A";"5411";"15662";"16788309000128";"085847";"VARGEM BONITA";"MG";"3170602"
"1516";"A";"5415";"24440";"18279059000126";"086142";"VARZEA DA PALMA";"MG";"3170800"
"1517";"A";"5419";"33534";"18278069000147";"086290";"VAZANTE";"MG";"3171006"
"1518";"A";"5423";"38474";"18428946000119";"086622";"VERISSIMO";"MG";"3171105"
"1519";"A";"5425";"08208";"18715425000142";"086690";"VESPASIANO";"MG";"3171204"
"1520";"A";"5427";"16692";"18132449000179";"086835";"VICOSA";"MG";"3171303"
"1521";"A";"5431";"00000";"18332619000169";"087254";"MATHIAS LOBATO";"MG";"3171501"
"1522";"A";"5433";"21096";"18348730000143";"087726";"VIRGEM DA LAPA";"MG";"3171600"
"1523";"A";"5437";"16678";"18307512000160";"087742";"VIRGINOPOLIS";"MG";"3171808"
"1524";"A";"5441";"39026";"18137927000133";"087785";"VISCONDE DO RIO BRANCO";"MG";"3172004"
"1525";"A";"5449";"00000";"95422911000113";"100900";"DOUTOR ULYSSES";"PR";"4128633"
"1526";"A";"5451";"00000";"95422846000126";"098841";"ITAPERUCU";"PR";"4111258"
"1527";"A";"5453";"49205";"95423000000100";"060020";"PINHAIS";"PR";"4119152"
"1528";"A";"5455";"00000";"68703834000105";"084158";"TUNAS DO PARANA";"PR";"4127882"
"1529";"A";"5461";"00000";"95543427000142";"061166";"PITANGUEIRAS";"PR";"4119657"
"1530";"A";"5463";"48206";"95594800000194";"004251";"ANAHY";"PR";"4101051"
"1531";"A";"5467";"47850";"95595013000167";"035467";"IGUATU";"PR";"4110052"
"1532";"A";"5473";"48402";"95589230000144";"024457";"CRUZEIRO DO IGUACU";"PR";"4106571"
"1533";"A";"5479";"47692";"95587648000112";"100170";"NOVA LARANJEIRAS";"PR";"4117057"
"1534";"A";"5481";"50067";"95587770000199";"100439";"RIO BONITO DO IGUACU";"PR";"4122156"
"1535";"A";"5485";"47726";"95583555000110";"036862";"IRACEMA DO OESTE";"PR";"4110656"
"1536";"A";"5491";"48361";"95640652000105";"015067";"CAFEZAL DO SUL";"PR";"4103479"
"1537";"A";"5493";"50081";"95585477000192";"100722";"SAUDADE DO IGUACU";"PR";"4126272"
"1538";"A";"5503";"00000";"95684510000131";"100021";"MATO RICO";"PR";"4115739"
"1539";"A";"5505";"00000";"95684544000126";"100641";"SANTA MARIA DO OESTE";"PR";"4123857"
"1540";"A";"5507";"47939";"95680831000168";"044792";"LIDIANOPOLIS";"PR";"4113429"
"1541";"A";"5515";"00000";"80909617000163";"075949";"SAO MANOEL DO PARANA";"PR";"4125555"
"1542";"A";"5523";"00000";"95640736000130";"086967";"ALTO PARAISO";"PR";"4128625"
"1543";"A";"5527";"00000";"95725024000114";"064807";"RAMILANDIA";"PR";"4121257"
"1544";"A";"5529";"48567";"95719449000110";"099660";"ENTRE RIOS DO OESTE";"PR";"4107538"
"1545";"A";"5531";"49827";"95719373000123";"100048";"MERCEDES";"PR";"4115853"
"1546";"A";"5537";"00000";"95815379000102";"012564";"BOMBINHAS";"SC";"4202453"
"1547";"A";"5541";"50775";"95782793000154";"088587";"PASSO DE TORRES";"SC";"4212254"
"1548";"A";"5551";"00000";"95954442000183";"073997";"SAO JOAO DO ITAPERIU";"SC";"4216354"
"1549";"A";"5553";"00000";"95949806000137";"015679";"CALMON";"SC";"4203154"
"1550";"A";"5555";"49731";"95951323000177";"070700";"SANTA TEREZINHA";"SC";"4215679"
"1551";"A";"5565";"00000";"95996187000131";"085839";"VARGEM BONITA";"SC";"4219176"
"1552";"A";"5575";"00000";"95992020000100";"045861";"MACIEIRA";"SC";"4210050"
"1553";"A";"5577";"49494";"95990180000102";"002046";"AGUAS FRIAS";"SC";"4200556"
"1554";"A";"5579";"49566";"95990198000104";"022888";"CORDILHEIRA ALTA";"SC";"4204350"
"1555";"A";"5587";"00000";"80637457000140";"041416";"JARDINOPOLIS";"SC";"4208955"
"1556";"A";"5589";"00000";"95990131000170";"100161";"NOVA ITABERABA";"SC";"4211454"
"1557";"A";"5595";"00000";"95990107000130";"080667";"SUL BRASIL";"SC";"4217758"
"1558";"A";"5597";"00000";"95995221000153";"005517";"ARABUTA";"SC";"4201273"
"1559";"A";"5601";"20664";"27165562000141";"001562";"AFONSO CLAUDIO";"ES";"3200102"
"1560";"A";"5603";"12380";"27174101000135";"002615";"ALEGRE";"ES";"3200201"
"1561";"A";"5609";"30946";"27165604000144";"005312";"APIACA";"ES";"3200508"
"1562";"A";"5613";"09551";"27165620000137";"007471";"ATILIO VIVACQUA";"ES";"3200706"
"1563";"A";"5617";"27959";"27165745000167";"009466";"BARRA DE SAO FRANCISCO";"ES";"3200904"
"1564";"A";"5621";"12854";"27167360000139";"012289";"BOM JESUS DO NORTE";"ES";"3201100"
"1565";"A";"5625";"23410";"27150549000119";"018724";"CARIACICA";"ES";"3201308"
"1566";"A";"5627";"14649";"27165638000139";"019640";"CASTELO";"ES";"3201407"
"1567";"A";"5631";"08837";"27174077000134";"022004";"CONCEICAO DA BARRA";"ES";"3201605"
"1568";"A";"5635";"29706";"27174127000183";"025844";"DIVINO DE SAO LOURENCO";"ES";"3201803"
"1569";"A";"5639";"17196";"27167386000187";"026433";"DORES DO RIO PRETO";"ES";"3202009"
"1570";"A";"5647";"18308";"27165190000153";"032999";"GUARAPARI";"ES";"3202405"
"1571";"A";"5649";"11398";"27165208000117";"034444";"IBIRACU";"ES";"3202504"
"1572";"A";"5653";"31457";"27167451000174";"037710";"ITAGUACU";"ES";"3202702"
"1573";"A";"5657";"13712";"27104363000123";"039195";"ITARANA";"ES";"3202900"
"1574";"A";"5663";"25339";"27167410000188";"044989";"LINHARES";"ES";"3203205"
"1575";"A";"5669";"03935";"27174051000196";"050164";"MONTANHA";"ES";"3203502"
"1576";"A";"5673";"23001";"27165687000171";"051551";"MUNIZ FREIRE";"ES";"3203700"
"1577";"A";"5677";"04006";"27167428000180";"053759";"NOVA VENECIA";"ES";"3203908"
"1578";"A";"5689";"33455";"27165521000155";"069639";"SANTA LEOPOLDINA";"ES";"3204500"
"1579";"A";"5691";"20059";"27167444000172";"070599";"SANTA TERESA";"ES";"3204609"
"1580";"A";"5693";"11219";"27174143000176";"073415";"SAO GABRIEL DA PALHA";"ES";"3204708"
"1581";"A";"5697";"33527";"27167477000112";"076074";"SAO MATEUS";"ES";"3204906"
"1582";"A";"5701";"02754";"27165547000101";"086746";"VIANA";"ES";"3205101"
"1583";"A";"5705";"29665";"27142058000126";"087963";"VITORIA";"ES";"3205309"
"1584";"A";"5706";"00000";NA;"905706";"DEMAIS MUNICIPIOS";"ES";"0000000"
"1585";"A";"5707";"40778";"27744176000104";"047562";"MARILANDIA";"ES";"3203353"
"1586";"A";"5711";"41337";"27744143000164";"066230";"RIO BANANAL";"ES";"3204351"
"1587";"A";"5713";"41186";"27744184000150";"040606";"JAGUARE";"ES";"3203056"
"1588";"A";"5715";"42233";"28539872000141";"058629";"PEDRO CANARIO";"ES";"3204054"
"1589";"A";"5717";"44657";"31796626000180";"001805";"AGUA DOCE DO NORTE";"ES";"3200169"
"1590";"A";"5719";"44671";"31796659000120";"003441";"ALTO RIO NOVO";"ES";"3200359"
